OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,ShippingDelay,OrderMonth,OrderYear
2011-12-19,Technology,Jacksonville,United States,Mike Kennedy,0.2,US-2011-150574,32216,Belkin QODE FastFit Bluetooth Keyboard,-19,5,South,248,Consumer,2011-12-25,Standard Class,Florida,Accessories,6,325,Shipped On Time,6,,247.8,-0.07661290322580645,,30.2787,-81.5831,0,12,2011
2011-12-19,Technology,Los Angeles,United States,Bart Pistole,0.2,CA-2011-162992,90008,Clarity 53712,16,4,West,211,Corporate,2011-12-21,First Class,California,Phones,2,277,Shipped Late,1,,211.17,0.07582938388625593,,34.0116,-118.3411,1,12,2011
2011-12-19,Technology,Los Angeles,United States,Bart Pistole,0.2,CA-2011-162992,90008,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,73,5,West,584,Corporate,2011-12-21,First Class,California,Phones,2,765,Shipped Late,1,,583.8,0.125,,34.0116,-118.3411,1,12,2011
2011-12-20,Furniture,Columbia,United States,Tony Sayre,0.2,CA-2011-134551,38401,SAFCO Arco Folding Chair,75,3,South,663,Consumer,2011-12-25,Standard Class,Tennessee,Chairs,5,869,Shipped Early,6,,662.88,0.11312217194570136,,35.6156,-87.038,-1,12,2011
2011-12-20,Furniture,Hamilton,United States,Mark Hamilton,0.2,CA-2011-160157,45011,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,-21,3,East,191,Consumer,2011-12-27,Standard Class,Ohio,Furnishings,7,250,Shipped Late,6,,190.85,-0.1099476439790576,,39.4059,-84.5221,1,12,2011
2011-12-20,Furniture,Harrisonburg,United States,Penelope Sewall,0.0,CA-2011-136567,22801,Chromcraft 48 x 96 Racetrack Double Pedestal Table,494,7,South,2244,Home Office,2011-12-21,First Class,Virginia,Tables,1,2941,Shipped On Time,1,,2244.48,0.22014260249554368,,38.4489,-78.8714,0,12,2011
2011-12-20,Furniture,Harrisonburg,United States,Penelope Sewall,0.0,CA-2011-136567,22801,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",100,2,South,455,Home Office,2011-12-21,First Class,Virginia,Tables,1,596,Shipped On Time,1,,455.1,0.21978021978021978,,38.4489,-78.8714,0,12,2011
2011-12-20,Furniture,New York City,United States,Suzanne McNair,0.1,CA-2011-163412,10035,Harbour Creations 67200 Series Stacking Chairs,36,3,East,192,Corporate,2011-12-23,Second Class,New York,Chairs,3,252,Shipped On Time,3,,192.19,0.1875,,40.8011,-73.9371,0,12,2011
2011-12-20,Furniture,Tucson,United States,Carol Triggs,0.2,CA-2011-138681,85705,"Computer Room Manger, 14",10,2,West,52,Consumer,2011-12-22,First Class,Arizona,Furnishings,2,68,Shipped Late,1,,51.97,0.19230769230769232,,32.2691,-110.9845,1,12,2011
2011-12-20,Furniture,Tucson,United States,Carol Triggs,0.2,CA-2011-138681,85705,Global Low Back Tilter Chair,-42,3,West,242,Consumer,2011-12-22,First Class,Arizona,Chairs,2,318,Shipped Late,1,,242.35,-0.17355371900826447,,32.2691,-110.9845,1,12,2011
2011-12-20,Office Supplies,Columbia,United States,Tony Sayre,0.2,CA-2011-134551,38401,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,4,7,South,44,Consumer,2011-12-25,Standard Class,Tennessee,Appliances,5,57,Shipped Early,6,,43.51,0.09090909090909091,,35.6156,-87.038,-1,12,2011
2011-12-20,Office Supplies,Columbia,United States,Tony Sayre,0.2,CA-2011-134551,38401,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),9,5,South,26,Consumer,2011-12-25,Standard Class,Tennessee,Paper,5,34,Shipped Early,6,,25.92,0.34615384615384615,,35.6156,-87.038,-1,12,2011
2011-12-20,Office Supplies,Grand Prairie,United States,William Brown,0.8,CA-2011-120852,75051,Belkin Premiere Surge Master II 8-outlet surge protector,-50,2,Central,19,Consumer,2011-12-25,Standard Class,Texas,Appliances,5,25,Shipped Early,6,,19.43,-2.6315789473684212,,32.7115,-97.0069,-1,12,2011
2011-12-20,Office Supplies,Harrisonburg,United States,Penelope Sewall,0.0,CA-2011-136567,22801,"SAFCO Commercial Wire Shelving, 72h",0,2,South,122,Home Office,2011-12-21,First Class,Virginia,Storage,1,160,Shipped On Time,1,,122.48,0.0,,38.4489,-78.8714,0,12,2011
2011-12-20,Office Supplies,Harrisonburg,United States,Penelope Sewall,0.0,CA-2011-136567,22801,Wilson Jones Century Plastic Molded Ring Binders,29,3,South,62,Home Office,2011-12-21,First Class,Virginia,Binders,1,82,Shipped On Time,1,,62.31,0.46774193548387094,,38.4489,-78.8714,0,12,2011
2011-12-20,Office Supplies,Indianapolis,United States,Adrian Barton,0.0,CA-2011-103100,46203,Avery 487,2,1,Central,4,Consumer,2011-12-23,First Class,Indiana,Labels,3,5,Shipped Late,1,,3.69,0.5,,39.743,-86.1179,2,12,2011
2011-12-20,Office Supplies,Indianapolis,United States,Adrian Barton,0.0,CA-2011-103100,46203,Ibico Ibimaster 300 Manual Binding System,497,3,Central,1104,Consumer,2011-12-23,First Class,Indiana,Binders,3,1447,Shipped Late,1,,1103.97,0.45018115942028986,,39.743,-86.1179,2,12,2011
2011-12-20,Office Supplies,Los Angeles,United States,Michael Chen,0.0,CA-2011-156594,90008,Boston Home & Office Model 2000 Electric Pencil Sharpeners,12,2,West,47,Consumer,2011-12-23,Second Class,California,Art,3,62,Shipped On Time,3,,47.3,0.2553191489361702,,34.0116,-118.3411,0,12,2011
2011-12-20,Office Supplies,Los Angeles,United States,Michael Chen,0.2,CA-2011-156594,90008,Ibico Hi-Tech Manual Binding System,152,2,West,488,Consumer,2011-12-23,Second Class,California,Binders,3,639,Shipped On Time,3,,487.98,0.3114754098360656,,34.0116,-118.3411,0,12,2011
2011-12-20,Office Supplies,Los Angeles,United States,Michael Chen,0.0,CA-2011-156594,90008,Newell 31,1,1,West,4,Consumer,2011-12-23,Second Class,California,Art,3,5,Shipped On Time,3,,4.13,0.25,,34.0116,-118.3411,0,12,2011
2011-12-20,Office Supplies,Los Angeles,United States,Michael Chen,0.2,CA-2011-156594,90008,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2 x 11",50,5,West,155,Consumer,2011-12-23,Second Class,California,Binders,3,203,Shipped On Time,3,,155.12,0.3225806451612903,,34.0116,-118.3411,0,12,2011
2011-12-20,Office Supplies,Seattle,United States,Keith Herrera,0.0,US-2011-109036,98103,Avery 489,15,3,West,31,Consumer,2011-12-25,Standard Class,Washington,Labels,5,41,Shipped Early,6,,31.05,0.4838709677419355,,47.6733,-122.3426,-1,12,2011
2011-12-20,Office Supplies,Tucson,United States,Carol Triggs,0.2,CA-2011-138681,85705,Xerox 1888,78,5,West,222,Consumer,2011-12-22,First Class,Arizona,Paper,2,291,Shipped Late,1,,221.92,0.35135135135135137,,32.2691,-110.9845,1,12,2011
2011-12-20,Office Supplies,Tucson,United States,Carol Triggs,0.2,CA-2011-138681,85705,Xerox 1954,3,2,West,8,Consumer,2011-12-22,First Class,Arizona,Paper,2,11,Shipped Late,1,,8.45,0.375,,32.2691,-110.9845,1,12,2011
2011-12-20,Technology,Grand Prairie,United States,William Brown,0.2,CA-2011-120852,75051,Logitech Desktop MK120 Mouse and keyboard Combo,-8,5,Central,65,Consumer,2011-12-25,Standard Class,Texas,Accessories,5,86,Shipped Early,6,,65.44,-0.12307692307692308,,32.7115,-97.0069,-1,12,2011
2011-12-20,Technology,Thornton,United States,Toby Carlisle,0.2,CA-2011-140816,80229,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,90,7,West,448,Consumer,2011-12-20,Same Day,Colorado,Accessories,0,587,Shipped On Time,0,,447.94,0.20089285714285715,,39.8671,-104.9227,0,12,2011
2011-12-20,Technology,Tucson,United States,Carol Triggs,0.2,CA-2011-138681,85705,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,22,3,West,72,Consumer,2011-12-22,First Class,Arizona,Accessories,2,94,Shipped Late,1,,71.98,0.3055555555555556,,32.2691,-110.9845,1,12,2011
2011-12-21,Furniture,San Diego,United States,Gary McGarr,0.2,CA-2011-154893,92024,SAFCO Arco Folding Chair,149,6,West,1326,Consumer,2011-12-27,Standard Class,California,Chairs,6,1737,Shipped On Time,6,,1325.76,0.11236802413273002,,33.0535,-117.2689,0,12,2011
2011-12-21,Furniture,San Diego,United States,Gary McGarr,0.2,CA-2011-154893,92024,Safco Contoured Stacking Chairs,36,3,West,572,Consumer,2011-12-27,Standard Class,California,Chairs,6,750,Shipped On Time,6,,572.16,0.06293706293706294,,33.0535,-117.2689,0,12,2011
2011-12-21,Office Supplies,Columbia,United States,Dennis Pardue,0.7,CA-2011-134621,38401,Ibico Plastic Spiral Binding Combs,-15,2,South,18,Home Office,2011-12-28,Standard Class,Tennessee,Binders,7,24,Shipped Late,6,,18.24,-0.8333333333333334,,35.6156,-87.038,1,12,2011
2011-12-21,Office Supplies,Newark,United States,John Castell,0.0,CA-2011-109127,19711,Avery 492,8,6,East,17,Consumer,2011-12-25,Standard Class,Delaware,Labels,4,23,Shipped Early,6,,17.28,0.47058823529411764,,39.7011,-75.7375,-2,12,2011
2011-12-22,Office Supplies,Chicago,United States,Nora Preis,0.2,CA-2011-142510,60623,Economy Rollaway Files,10,1,Central,132,Consumer,2011-12-29,Standard Class,Illinois,Storage,7,173,Shipped Late,6,,132.16,0.07575757575757576,,41.849,-87.7157,1,12,2011
2011-12-22,Office Supplies,Chicago,United States,Nora Preis,0.8,CA-2011-142510,60623,Recycled Easel Ring Binders,-31,6,Central,18,Consumer,2011-12-29,Standard Class,Illinois,Binders,7,23,Shipped Late,6,,17.9,-1.7222222222222223,,41.849,-87.7157,1,12,2011
2011-12-22,Office Supplies,Chicago,United States,Nora Preis,0.2,CA-2011-142510,60623,White Computer Printout Paper by Universal,45,4,Central,124,Consumer,2011-12-29,Standard Class,Illinois,Paper,7,163,Shipped Late,6,,124.03,0.3629032258064516,,41.849,-87.7157,1,12,2011
2011-12-22,Office Supplies,New York City,United States,Bradley Talbott,0.0,CA-2011-146864,10024,Desktop 3-Pocket Hot File,56,4,East,216,Home Office,2011-12-26,Standard Class,New York,Storage,4,284,Shipped Early,6,,216.4,0.25925925925925924,,40.7864,-73.9764,-2,12,2011
2011-12-22,Office Supplies,New York City,United States,Tamara Willingham,0.2,CA-2011-101364,10011,Lock-Up Easel Spel-Binder,100,13,East,297,Home Office,2011-12-26,Standard Class,New York,Binders,4,389,Shipped Early,6,,296.71,0.3367003367003367,,40.7402,-73.9996,-2,12,2011
2011-12-22,Office Supplies,San Jose,United States,Khloe Miller,0.0,CA-2011-133543,95123,Newell 332,3,4,West,12,Consumer,2011-12-26,Standard Class,California,Art,4,15,Shipped Early,6,,11.76,0.25,,37.2458,-121.8306,-2,12,2011
2011-12-23,Furniture,New York City,United States,Tiffany House,0.4,CA-2011-114517,10024,Hon 61000 Series Interactive Training Tables,-20,2,East,53,Corporate,2011-12-27,Standard Class,New York,Tables,4,70,Shipped Early,6,,53.32,-0.37735849056603776,,40.7864,-73.9764,-2,12,2011
2011-12-23,Furniture,Tampa,United States,Craig Carreira,0.2,CA-2011-154158,33614,"Padded Folding Chairs, Black, 4/Carton",6,1,South,65,Consumer,2011-12-27,Second Class,Florida,Chairs,4,85,Shipped Late,3,,64.78,0.09230769230769231,,28.0091,-82.5034,1,12,2011
2011-12-23,Office Supplies,New York City,United States,Tiffany House,0.0,CA-2011-114517,10024,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,16,3,East,57,Corporate,2011-12-27,Standard Class,New York,Appliances,4,74,Shipped Early,6,,56.52,0.2807017543859649,,40.7864,-73.9764,-2,12,2011
2011-12-23,Office Supplies,Port Arthur,United States,Michelle Ellison,0.2,CA-2011-126333,77642,Xerox 2000,2,1,Central,5,Corporate,2011-12-28,Standard Class,Texas,Paper,5,7,Shipped Early,6,,5.18,0.4,,29.9212,-93.927,-1,12,2011
2011-12-23,Office Supplies,Richmond,United States,Sarah Foster,0.0,CA-2011-142314,47374,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,58,11,Central,207,Consumer,2011-12-28,Standard Class,Indiana,Appliances,5,272,Shipped Early,6,,207.24,0.28019323671497587,,39.8324,-84.8936,-1,12,2011
2011-12-23,Office Supplies,Tampa,United States,Craig Carreira,0.2,CA-2011-154158,33614,Acco Perma 3000 Stacking Storage Drawers,-1,5,South,84,Consumer,2011-12-27,Second Class,Florida,Storage,4,110,Shipped Late,3,,83.92,-0.011904761904761904,,28.0091,-82.5034,1,12,2011
2011-12-23,Office Supplies,Tampa,United States,Craig Carreira,0.2,CA-2011-154158,33614,Computer Printout Paper with Letter-Trim Perforations,16,3,South,46,Consumer,2011-12-27,Second Class,Florida,Paper,4,60,Shipped Late,3,,45.53,0.34782608695652173,,28.0091,-82.5034,1,12,2011
2011-12-23,Office Supplies,Tampa,United States,Craig Carreira,0.2,CA-2011-154158,33614,Prang Dustless Chalk Sticks,1,1,South,1,Consumer,2011-12-27,Second Class,Florida,Art,4,2,Shipped Late,3,,1.34,1.0,,28.0091,-82.5034,1,12,2011
2011-12-23,Office Supplies,Tampa,United States,Craig Carreira,0.2,CA-2011-154158,33614,Tennsco 6- and 18-Compartment Lockers,-11,2,South,424,Consumer,2011-12-27,Second Class,Florida,Storage,4,556,Shipped Late,3,,424.27,-0.025943396226415096,,28.0091,-82.5034,1,12,2011
2011-12-24,Furniture,Cleveland,United States,Resi Pölking,0.2,CA-2011-156314,44105,"Master Giant Foot Doorstop, Safety Yellow",9,5,East,30,Consumer,2011-12-26,First Class,Ohio,Furnishings,2,40,Shipped Late,1,,30.36,0.3,,41.4509,-81.619,1,12,2011
2011-12-24,Furniture,Los Angeles,United States,Ben Ferrer,0.0,US-2011-138247,90045,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6,1,West,24,Home Office,2011-12-29,Standard Class,California,Furnishings,5,31,Shipped Early,6,,23.99,0.25,,33.9631,-118.3941,-1,12,2011
2011-12-24,Furniture,Los Angeles,United States,Julie Creighton,0.2,US-2011-167738,90045,"Global Value Mid-Back Managers Chair, Gray",18,6,West,292,Corporate,2011-12-29,Standard Class,California,Chairs,5,383,Shipped Early,6,,292.27,0.06164383561643835,,33.9631,-118.3941,-1,12,2011
2011-12-24,Office Supplies,Los Angeles,United States,Ben Ferrer,0.0,US-2011-138247,90045,Avanti 4.4 Cu. Ft. Refrigerator,101,2,West,362,Home Office,2011-12-29,Standard Class,California,Appliances,5,474,Shipped Early,6,,361.96,0.27900552486187846,,33.9631,-118.3941,-1,12,2011
2011-12-24,Office Supplies,Los Angeles,United States,Ben Ferrer,0.0,US-2011-138247,90045,Tennsco Commercial Shelving,0,1,West,20,Home Office,2011-12-29,Standard Class,California,Storage,5,27,Shipped Early,6,,20.34,0.0,,33.9631,-118.3941,-1,12,2011
2011-12-24,Office Supplies,Los Angeles,United States,Julie Creighton,0.0,US-2011-167738,90045,Letter Size Cart,41,1,West,143,Corporate,2011-12-29,Standard Class,California,Storage,5,187,Shipped Early,6,,142.86,0.2867132867132867,,33.9631,-118.3941,-1,12,2011
2011-12-24,Office Supplies,Miami,United States,Luke Foster,0.2,CA-2011-113166,33180,Xerox 1974,3,2,South,10,Consumer,2011-12-26,First Class,Florida,Paper,2,13,Shipped Late,1,,9.57,0.3,,25.9597,-80.1403,1,12,2011
2011-12-24,Office Supplies,San Diego,United States,Adam Shillingsburg,0.0,CA-2011-132913,92037,Belkin 7-Outlet SurgeMaster Home Series,4,1,West,14,Consumer,2011-12-26,First Class,California,Appliances,2,18,Shipped Late,1,,13.97,0.2857142857142857,,32.8455,-117.2521,1,12,2011
2011-12-24,Technology,Los Angeles,United States,Ben Ferrer,0.2,US-2011-138247,90045,Cisco Unified IP Phone 7945G VoIP phone,51,3,West,818,Home Office,2011-12-29,Standard Class,California,Phones,5,1072,Shipped Early,6,,818.38,0.06234718826405868,,33.9631,-118.3941,-1,12,2011
2011-12-24,Technology,Los Angeles,United States,Ben Ferrer,0.2,US-2011-138247,90045,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,17,7,West,174,Home Office,2011-12-29,Standard Class,California,Phones,5,228,Shipped Early,6,,173.66,0.09770114942528736,,33.9631,-118.3941,-1,12,2011
2011-12-24,Technology,Los Angeles,United States,Ben Ferrer,0.0,US-2011-138247,90045,Sony 32GB Class 10 Micro SDHC R40 Memory Card,13,3,West,63,Home Office,2011-12-29,Standard Class,California,Accessories,5,82,Shipped Early,6,,62.85,0.20634920634920634,,33.9631,-118.3941,-1,12,2011
2011-12-26,Furniture,Colorado Springs,United States,Kelly Lampkin,0.2,CA-2011-111451,80906,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,-25,3,West,218,Corporate,2011-12-28,First Class,Colorado,Furnishings,2,286,Shipped Late,1,,218.35,-0.11467889908256881,,38.7902,-104.8199,1,12,2011
2011-12-26,Furniture,Colorado Springs,United States,Kelly Lampkin,0.2,CA-2011-111451,80906,Global Deluxe Office Fabric Chairs,20,3,West,230,Corporate,2011-12-28,First Class,Colorado,Chairs,2,302,Shipped Late,1,,230.35,0.08695652173913043,,38.7902,-104.8199,1,12,2011
2011-12-26,Furniture,Colorado Springs,United States,Kelly Lampkin,0.2,CA-2011-111451,80906,Howard Miller 13 Diameter Goldtone Round Wall Clock,79,8,West,300,Corporate,2011-12-28,First Class,Colorado,Furnishings,2,394,Shipped Late,1,,300.42,0.2633333333333333,,38.7902,-104.8199,1,12,2011
2011-12-26,Furniture,Houston,United States,Alan Dominguez,0.3,US-2011-152030,77041,Global Deluxe High-Back Managers Chair,-9,3,Central,601,Home Office,2011-12-28,Second Class,Texas,Chairs,2,787,Shipped Early,3,,600.56,-0.014975041597337771,,29.8602,-95.5817,-1,12,2011
2011-12-26,Furniture,San Diego,United States,Clytie Kelty,0.0,CA-2011-106264,92024,"Eldon Regeneration Recycled Desk Accessories, Smoke",1,2,West,3,Consumer,2011-12-30,Standard Class,California,Furnishings,4,5,Shipped Early,6,,3.48,0.3333333333333333,,33.0535,-117.2689,-2,12,2011
2011-12-26,Office Supplies,Chicago,United States,Christina Anderson,0.8,US-2011-111171,60610,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-15,5,Central,9,Consumer,2011-12-31,Standard Class,Illinois,Binders,5,11,Shipped Early,6,,8.69,-1.6666666666666667,,41.9033,-87.6336,-1,12,2011
2011-12-26,Office Supplies,Colorado Springs,United States,Kelly Lampkin,0.7,CA-2011-111451,80906,Ibico Laser Imprintable Binding System Covers,-63,5,West,79,Corporate,2011-12-28,First Class,Colorado,Binders,2,103,Shipped Late,1,,78.6,-0.7974683544303798,,38.7902,-104.8199,1,12,2011
2011-12-26,Office Supplies,Colorado Springs,United States,Kelly Lampkin,0.2,CA-2011-111451,80906,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",9,3,West,28,Corporate,2011-12-28,First Class,Colorado,Fasteners,2,36,Shipped Late,1,,27.55,0.32142857142857145,,38.7902,-104.8199,1,12,2011
2011-12-26,Office Supplies,New York City,United States,Tracy Blumstein,0.0,CA-2011-168473,10009,Fellowes Bankers Box Stor/Drawer Steel Plus,19,6,East,192,Consumer,2012-01-01,Standard Class,New York,Storage,6,251,Shipped On Time,6,,191.88,0.09895833333333333,,40.7262,-73.9796,0,12,2011
2011-12-26,Office Supplies,Philadelphia,United States,Andy Yotov,0.2,CA-2011-101427,19140,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",1,3,East,8,Corporate,2011-12-30,Standard Class,Pennsylvania,Art,4,11,Shipped Early,6,,8.02,0.125,,40.0118,-75.1456,-2,12,2011
2011-12-26,Office Supplies,Philadelphia,United States,Maureen Gnade,0.2,CA-2011-139598,19134,Holmes 99% HEPA Air Purifier,6,2,East,35,Consumer,2011-12-31,Standard Class,Pennsylvania,Appliances,5,45,Shipped Early,6,,34.66,0.17142857142857143,,39.9925,-75.1133,-1,12,2011
2011-12-26,Office Supplies,Philadelphia,United States,Maureen Gnade,0.2,CA-2011-139598,19134,Sensible Storage WireTech Storage Systems,-43,4,East,227,Consumer,2011-12-31,Standard Class,Pennsylvania,Storage,5,298,Shipped Early,6,,227.14,-0.1894273127753304,,39.9925,-75.1133,-1,12,2011
2011-12-26,Office Supplies,Philadelphia,United States,Maureen Gnade,0.2,CA-2011-139598,19134,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,8,2,East,82,Consumer,2011-12-31,Standard Class,Pennsylvania,Appliances,5,107,Shipped Early,6,,81.55,0.0975609756097561,,39.9925,-75.1133,-1,12,2011
2011-12-26,Office Supplies,Philadelphia,United States,Maureen Gnade,0.2,CA-2011-139598,19134,"Wirebound Message Books, Two 4 1/4 x 5 Forms per Page",6,3,East,18,Consumer,2011-12-31,Standard Class,Pennsylvania,Paper,5,24,Shipped Early,6,,18.26,0.3333333333333333,,39.9925,-75.1133,-1,12,2011
2011-12-26,Office Supplies,San Diego,United States,Clytie Kelty,0.0,CA-2011-106264,92024,Acme Rosewood Handle Letter Opener,0,3,West,12,Consumer,2011-12-30,Standard Class,California,Supplies,4,16,Shipped Early,6,,11.91,0.0,,33.0535,-117.2689,-2,12,2011
2011-12-27,Furniture,Cleveland,United States,Karl Braun,0.2,US-2011-159611,44105,Eldon L Workstation Diamond Chairmat,-18,3,East,182,Consumer,2012-01-01,Second Class,Ohio,Furnishings,5,239,Shipped Late,3,,182.35,-0.0989010989010989,,41.4509,-81.619,2,12,2011
2011-12-27,Furniture,New York City,United States,Thomas Brumley,0.1,CA-2011-163447,10011,"Global Push Button Managers Chair, Indigo",162,14,East,767,Home Office,2011-12-31,Standard Class,New York,Chairs,4,1005,Shipped Early,6,,767.21,0.21121251629726207,,40.7402,-73.9996,-2,12,2011
2011-12-27,Furniture,San Francisco,United States,Jeremy Farry,0.2,US-2011-106334,94122,Bevis Steel Folding Chairs,23,3,West,230,Consumer,2012-01-02,Standard Class,California,Chairs,6,302,Shipped On Time,6,,230.28,0.1,,37.7593,-122.4836,0,12,2011
2011-12-27,Furniture,Skokie,United States,Corey-Lock,0.6,CA-2011-162866,60076,DAX Wood Document Frame,-20,6,Central,33,Consumer,2011-12-31,Standard Class,Illinois,Furnishings,4,43,Shipped Early,6,,32.95,-0.6060606060606061,,42.0362,-87.7328,-2,12,2011
2011-12-27,Office Supplies,Cleveland,United States,Karl Braun,0.2,US-2011-159611,44105,Safco Industrial Shelving,-25,2,East,118,Consumer,2012-01-01,Second Class,Ohio,Storage,5,155,Shipped Late,3,,118.16,-0.211864406779661,,41.4509,-81.619,2,12,2011
2011-12-27,Office Supplies,Decatur,United States,Tamara Chand,0.0,CA-2011-153087,35601,Xerox 1983,12,4,South,24,Corporate,2012-01-03,Standard Class,Alabama,Paper,7,31,Shipped Late,6,,23.92,0.5,,34.5896,-86.9887,1,12,2011
2011-12-27,Office Supplies,Fort Worth,United States,Nathan Cano,0.8,CA-2011-165393,76106,GBC Standard Therm-A-Bind Covers,-8,1,Central,5,Consumer,2011-12-30,First Class,Texas,Binders,3,7,Shipped Late,1,,4.98,-1.6,,32.7968,-97.356,2,12,2011
2011-12-27,Office Supplies,Los Angeles,United States,Alyssa Tate,0.0,CA-2011-120243,90004,Staples,5,4,West,12,Home Office,2011-12-30,Second Class,California,Labels,3,15,Shipped On Time,3,,11.56,0.4166666666666667,,34.0762,-118.3029,0,12,2011
2011-12-27,Office Supplies,Moreno Valley,United States,Cynthia Delaney,0.0,CA-2011-166961,92553,Advantus Rolling Storage Box,14,3,West,51,Home Office,2011-12-31,Standard Class,California,Storage,4,67,Shipped Early,6,,51.45,0.27450980392156865,,33.9157,-117.2351,-2,12,2011
2011-12-27,Office Supplies,Moreno Valley,United States,Cynthia Delaney,0.2,CA-2011-166961,92553,GBC VeloBind Cover Sets,14,3,West,37,Home Office,2011-12-31,Standard Class,California,Binders,4,49,Shipped Early,6,,37.06,0.3783783783783784,,33.9157,-117.2351,-2,12,2011
2011-12-27,Office Supplies,Moreno Valley,United States,Cynthia Delaney,0.0,CA-2011-166961,92553,Staples,3,1,West,11,Home Office,2011-12-31,Standard Class,California,Appliances,4,14,Shipped Early,6,,10.98,0.2727272727272727,,33.9157,-117.2351,-2,12,2011
2011-12-27,Office Supplies,Moreno Valley,United States,Cynthia Delaney,0.0,CA-2011-166961,92553,Staples,4,3,West,8,Home Office,2011-12-31,Standard Class,California,Fasteners,4,10,Shipped Early,6,,7.86,0.5,,33.9157,-117.2351,-2,12,2011
2011-12-27,Office Supplies,Phoenix,United States,Resi Pölking,0.7,CA-2011-148383,85023,GBC DocuBind 300 Electric Binding Machine,-694,6,West,947,Consumer,2011-12-31,Standard Class,Arizona,Binders,4,1241,Shipped Early,6,,946.76,-0.7328405491024287,,33.6324,-112.1118,-2,12,2011
2011-12-27,Office Supplies,San Francisco,United States,Jeremy Farry,0.0,US-2011-106334,94122,Xerox 1927,6,3,West,13,Consumer,2012-01-02,Standard Class,California,Paper,6,17,Shipped On Time,6,,12.84,0.46153846153846156,,37.7593,-122.4836,0,12,2011
2011-12-27,Office Supplies,Skokie,United States,Corey-Lock,0.2,CA-2011-162866,60076,Staples,3,4,Central,30,Consumer,2011-12-31,Standard Class,Illinois,Storage,4,39,Shipped Early,6,,30.02,0.1,,42.0362,-87.7328,-2,12,2011
2011-12-27,Technology,Decatur,United States,Tamara Chand,0.0,CA-2011-153087,35601,Enermax Acrylux Wireless Keyboard,184,5,South,498,Corporate,2012-01-03,Standard Class,Alabama,Accessories,7,653,Shipped Late,6,,498.0,0.36947791164658633,,34.5896,-86.9887,1,12,2011
2011-12-28,Office Supplies,Anaheim,United States,Maribeth Dona,0.0,CA-2011-143371,92804,Acme Box Cutter Scissors,13,5,West,51,Consumer,2012-01-03,Standard Class,California,Supplies,6,67,Shipped On Time,6,,51.15,0.2549019607843137,,33.8186,-117.9729,0,12,2011
2011-12-28,Office Supplies,Anaheim,United States,Maribeth Dona,0.0,CA-2011-143371,92804,"Carina Mini System Audio Rack, Model AR050B",30,9,West,999,Consumer,2012-01-03,Standard Class,California,Storage,6,1309,Shipped On Time,6,,998.82,0.03003003003003003,,33.8186,-117.9729,0,12,2011
2011-12-28,Office Supplies,Beverly,United States,Anthony Jacobs,0.0,CA-2011-141313,1915,"Fellowes Strictly Business Drawer File, Letter/Legal Size",85,5,East,704,Corporate,2012-01-01,Standard Class,Massachusetts,Storage,4,923,Shipped Early,6,,704.25,0.12073863636363637,,42.5608,-70.8759,-2,12,2011
2011-12-28,Office Supplies,Beverly,United States,Anthony Jacobs,0.0,CA-2011-141313,1915,Hoover Upright Vacuum With Dirt Cup,504,6,East,1737,Corporate,2012-01-01,Standard Class,Massachusetts,Appliances,4,2276,Shipped Early,6,,1737.18,0.29015544041450775,,42.5608,-70.8759,-2,12,2011
2011-12-28,Office Supplies,Beverly,United States,Anthony Jacobs,0.0,CA-2011-141313,1915,Xerox 1906,67,4,East,142,Corporate,2012-01-01,Standard Class,Massachusetts,Paper,4,186,Shipped Early,6,,141.76,0.47183098591549294,,42.5608,-70.8759,-2,12,2011
2011-12-28,Office Supplies,Philadelphia,United States,Sung Pak,0.2,CA-2011-164259,19143,"Boston School Pro Electric Pencil Sharpener, 1670",9,4,East,99,Corporate,2011-12-30,First Class,Pennsylvania,Art,2,130,Shipped Late,1,,99.14,0.09090909090909091,,39.9448,-75.2288,1,12,2011
